form,tags
Tchèque,
Tchèques,['plural']
Tchécoslovaque,
Tchécoslovaques,['plural']
Tchétchène,
Tchétchènes,['plural']
Terre-Neuvien,
Terre-Neuvien-et-Labradorien,
Terre-Neuvienne,['feminine']
Terre-Neuvienne-et-Labradorienne,['feminine']
Terre-Neuviennes,['plural']
Terre-Neuviennes-et-Labradoriennes,['plural']
Terre-Neuviens,['plural']
Terre-Neuviens-et-Labradoriens,['plural']
Terreneuvien,
Terrien,
Terrienes,['plural']
Terrienne,['feminine']
Terriens,['plural']
Texan,
Texane,['feminine']
Texanes,['plural']
Texans,['plural']
Texien,
Texienne,['feminine']
Texiens,['plural']
Thalys,['plural']
Thaï,
Thaïe,['feminine']
Thaïes,['plural']
Thaïlandais,['plural']
Thaïlandaise,['feminine']
Thaïlandaises,['plural']
Thaïs,['plural']
Thébain,['feminine']
Thébaine,
Thébaines,['plural']
Thébains,['plural']
Théophanie,
Théophanies,['plural']
Tibétain,
Tibétaine,['feminine']
Tibétaines,['plural']
Tibétains,['plural']
TikTokeur,
TikTokeurs,['plural']
TikTokeuse,['feminine']
Togolais,['plural']
Togolaise,['feminine']
Togolaises,['plural']
Tokyote,
Tokyotes,['plural']
Tokélaouan,
Tokélaouanne,['feminine']
Tokélaouannes,['plural']
Tokélaouans,['plural']
Torontois,['plural']
Torontoise,['feminine']
Torontoises,['plural']
Toscan,
Toscane,['feminine']
Toscanes,['plural']
Toscans,['plural']
Tosher,
Toshers,['plural']
Toulonnais,['plural']
Toulonnaise,['feminine']
Toulonnaises,['plural']
Toulousain,
Toulousaine,['feminine']
Toulousaines,['plural']
Toulousains,['plural']
Tourangeau,
Tourangeaux,['plural']
Tourangelle,['feminine']
Tourangelles,['plural']
Tr.,['plural']
Trb.,['plural']
Trgl.,
Trifluvien,
Trifluvienne,['feminine']
Trifluviennes,['plural']
Trifluviens,['plural']
Tripolitain,['masculine']
Tripolitaine,
Tripolitaines,['plural']
Tropézien,
Tropézienne,['feminine']
Tropéziens,['plural']
Troyen,
Troyenne,['feminine']
Troyennes,['plural']
Troyens,['plural']
Trudeaumanie,
Trésor,
Trésors,['plural']
Tuba,['plural']
Tunisien,
Tunisienne,['feminine']
Tunisiennes,['plural']
Tunisiens,['plural']
Tunisois,['plural']
Tunisoise,['feminine']
Tunisoises,['plural']
Turc,
Turcs,['plural']
Turinois,['plural']
Turinoise,['feminine']
Turinoises,['plural']
Turkmène,
Turkmènes,['plural']
Turque,['feminine']
Turques,['plural']
Tylenol,
Tylenols,['plural']
Tyrolien,
Tyrolienne,['feminine']
Tyroliennes,['plural']
Tyroliens,['plural']
Téhéranais,['plural']
Téhéranaise,['feminine']
Télougou,
Télougoue,['feminine']
Télougoues,['plural']
Télougous,['plural']
Ténois,['plural']
Ténoise,['feminine']
Ténoises,['plural']
U.A.,['plural']
UA,
Ukrainien,
Ukrainienne,['feminine']
Ukrainiennes,['plural']
Ukrainiens,['plural']
Ultima Thulé,
Ultima Thulés,['plural']
Untel,
Uruguayen,
Uruguayenne,['feminine']
Uruguayennes,['plural']
Uruguayens,['plural']
V.Am.,
V.T.T.,['plural']
VA,
VAM,
VAM.,
VAMs,['plural']
VASTF,
VAm,
VAm.,
VAms,['plural']
VBCI,
VBCIs,['plural']
VBL,
VBLs,['plural']
VBV,['plural']
VDQS,['plural']
VF,
VFSTA,
VHR,
VHRs,['plural']
VHS,
VJ,['plural']
VLS,
VMA,
VO,
VOA,
VOASTF,
VOF,
VOFASTF,
VOFSTA,
VOST,
VOSTA,
VOSTF,
VPC,
VPS,
VPSs,['plural']
VRP,
VSP,['plural']
VTC,['plural']
VTT,['plural']
VUS,
Vacher luisant,
Vachers luisants,['plural']
Valaque,
Valaques,['plural']
Vam,
Vam.,
Vams,['plural']
Vancouverois,['plural']
Vancouveroise,['feminine']
Vancouveroises,['plural']
Vancouvérois,['plural']
Vancouvéroise,['feminine']
Vancouvéroises,['plural']
Vandale,
Vandales,['plural']
Varsovien,
Varsovienne,['feminine']
Varsoviennes,['plural']
Varsoviens,['plural']
Vauclusien,['masculine']
Vauclusienne,['feminine']
Vauclusiennes,['plural']
Vauclusiens,['plural']
Vc.,['plural']
Vendéen,
Vendéens,['plural']
Vendômois,['plural']
Vendômoise,['feminine']
Vendômoises,['plural']
Vicentin,
Vicentine,['feminine']
Vicentines,['plural']
Vicentins,['plural']
Vichyssois,['plural']
Vichyssoise,['feminine']
Vichyssoises,['plural']
Vichyste,
Vichystes,['plural']
Viennois,['plural']
Viennoise,['feminine']
Viennoises,['plural']
Vierge,
Vierges,['plural']
Vietnamien,
Vietnamienne,['feminine']
Vietnamiennes,['plural']
Vietnamiens,['plural']
Viking,
Vikings,['plural']
Villard,['masculine']
Villarde,['feminine']
Villardes,['plural']
Villards,['plural']
Vl.,['plural']
Vlc.,['plural']
Vn.,['plural']
Volks,['plural']
Volkswagen,['plural']
Vosgien,['masculine']
Vosgienne,['feminine']
Vosgiennes,['plural']
Vosgiens,['plural']
Vénitien,
Vénitienne,['feminine']
Vénitiennes,['plural']
Vénitiens,['plural']
Vénézuélien,
Vénézuélienne,['feminine']
Vénézuéliennes,['plural']
Vénézuéliens,['plural']
Véronais,['plural']
Véronaise,['feminine']
Véronaises,['plural']
W-E,
W.-E.,
W.E.,
WC,
WE,
Wallon,
Wallonne,['feminine']
Wallonnes,['plural']
Wallons,['plural']
Washingtonien,
Washingtonienne,['feminine']
Washingtoniennes,['plural']
Washingtoniens,['plural']
Wendat,
Wendate,['feminine']
Wendats,['plural']
Westphalien,
Westphalienne,['feminine']
Westphaliennes,['plural']
Westphaliens,['plural']
Wikipédia,
Wikipédias,['plural']
Wiktionnaires,
X,['plural']
XP,
XPS,
XPSs,['plural']
XPs,['plural']
Xanthien,['masculine']
Xanthienne,['feminine']
Xanthiennes,['plural']
Xanthiens,['plural']
Xavérien,
Xavérienne,['feminine']
Xavériennes,['plural']
Xavériens,['plural']
Xiongnu,
Yamoussoukrois,['plural']
Yamoussoukroise,['feminine']
Yamoussoukroises,['plural']
Yaude,
Yaudes,['plural']
Yennois,['plural']
Yennoise,['feminine']
Yennoises,['plural']
Yffiniacais,['plural']
Yffiniacaise,['feminine']
Yffiniacaises,['plural']
Ygrandais,['plural']
Ygrandaise,['feminine']
Yo,['plural']
YouTubeur,['masculine']
YouTubeurs,['plural']
YouTubeuse,['feminine']
YouTubeuses,['plural']
Yougoslave,
Yougoslaves,['plural']
Yprois,['plural']
Yproise,['feminine']
Yproises,['plural']
Yukonnais,['plural']
Yukonnaise,['feminine']
Yukonnaises,['plural']
Yvette,
Yvettes,['plural']
Yégacé,
Yégacée,['feminine']
Yégacées,['plural']
Yégacés,['plural']
Yéménite,
Yéménites,['plural']
Yéniche,
Yéniches,['plural']
Yévroise,
Yévroises,['plural']
ZAC,
ZEAN,['plural']
ZEC,
ZECs,['plural']
ZI,
ZNIEFF,['plural']
Zacharien,
Zacharienne,['feminine']
Zachariennes,['plural']
Zachariens,['plural']
Zacharois,['plural']
Zacharoise,['feminine']
Zacharoises,['plural']
Zacharoiss,
Zaessinguois,['plural']
Zaessinguoise,['feminine']
Zaessinguoises,['plural']
Zaessinguoiss,
Zaghawa,
Zaghawas,['plural']
Zahliote,
Zahliotes,['plural']
Zalanais,['plural']
Zalanaise,['feminine']
Zalanaises,['plural']
Zalanaiss,
Zambien,
Zambienne,['feminine']
Zambiennes,['plural']
Zambiens,['plural']
Zapotèque,
Zapotèques,['plural']
Zarabe,
Zarabes,['plural']
Zaventemien,
Zaventemienne,['feminine']
Zaventemiennes,['plural']
Zaventemiens,['plural']
Zazas,
Zaïrois,['plural']
Zaïroise,['feminine']
Zaïroises,['plural']
Zegerscappelois,['plural']
Zegerscappeloise,['feminine']
Zegerscappeloises,['plural']
Zegerscappeloiss,
Zehnackerois,['plural']
Zehnackeroise,['feminine']
Zehnackeroises,['plural']
Zehnackeroiss,
Zeinheimois,['plural']
Zeinheimois,['masculine']
Zeinheimoise,['feminine']
Zeinheimoises,['plural']
Zeinheimoiss,
Zellenbergeois,['plural']
Zellenbergeoise,['feminine']
Zellenbergeoises,['plural']
Zellenbergeoiss,
Zellwillerois,['plural']
Zellwilleroise,['feminine']
Zellwilleroises,['plural']
Zellwilleroiss,
Zermezeelois,['plural']
Zermezeeloise,['feminine']
Zermezeeloises,['plural']
Zettingeois,['plural']
Zettingeoise,['feminine']
Zettingeoises,['plural']
Zettingeoiss,
Zicavais,['plural']
Zicavaise,['feminine']
Zicavaises,['plural']
Zigliarais,['plural']
Zigliaraise,['feminine']
Zigliaraises,['plural']
Zignérais,['plural']
Zignéraise,['feminine']
Zignéraises,['plural']
Ziliais,['plural']
Ziliaise,['feminine']
Ziliaises,['plural']
Zillingeois,['plural']
Zillingeoise,['feminine']
Zillingeoises,['plural']
Zillisheimois,['plural']
Zillisheimoise,['feminine']
Zillisheimoises,['plural']
Zimbabwéen,
Zimbabwéenne,['feminine']
Zimbabwéennes,['plural']
Zimbabwéens,['plural']
Zimmersheimois,['plural']
Zimmersheimoise,['feminine']
Zimmersheimoises,['plural']
Zimmingeois,['plural']
Zimmingeoise,['feminine']
Zimmingeoises,['plural']
Zincurtien,
Zincurtienne,['feminine']
Zincurtiennes,['plural']
Zincurtiens,['plural']
Zingari,['plural']
Zingaris,['plural']
Zingaro,
Zingaros,['plural']
Zinneke,
Zinnekes,['plural']
Zinoviéviste,
Zinoviévistes,['plural']
Zinswillerois,['plural']
Zinswilleroise,['feminine']
Zinswilleroises,['plural']
Zittersheimois,['plural']
Zittersheimoise,['feminine']
Zittersheimoises,['plural']
Zlinois,['plural']
Zlinoise,['feminine']
Zlinoises,['plural']
Zoerselois,['plural']
Zoerseloise,['feminine']
Zoerseloises,['plural']
Zonzais,['plural']
Zonzaise,['feminine']
Zonzaises,['plural']
Zotelois,['plural']
Zoteloise,['feminine']
Zoteloises,['plural']
Zotiquien,
Zotiquienne,['feminine']
Zotiquiennes,['plural']
Zotiquiens,['plural']
Zouafquois,['plural']
Zouafquoise,['feminine']
Zouafquoises,['plural']
Zoulou,
Zouloue,['feminine']
Zouloues,['plural']
Zoulous,['plural']
Zozais,['plural']
Zozaise,['feminine']
Zozaises,['plural']
Zuanais,['plural']
Zuanaise,['feminine']
Zuanaises,['plural']
Zudausquois,['plural']
Zudausquoise,['feminine']
Zudausquoises,['plural']
Zurichois,['plural']
Zurichoise,['feminine']
Zurichoises,['plural']
Zutkerquois,['plural']
Zutkerquoise,['feminine']
Zutkerquoises,['plural']
Zuydcootois,['plural']
Zuydcootoise,['feminine']
Zuydcootoises,['plural']
Zuytpeenois,['plural']
Zuytpeenoise,['feminine']
Zuytpeenoises,['plural']
Zénonien,
Zénonienne,['feminine']
Zénoniennes,['plural']
Zénoniens,['plural']
Zéphirinien,
Zéphirinienne,['feminine']
Zéphiriniennes,['plural']
Zéphiriniens,['plural']
Zétrudois,['plural']
Zétrudoise,['feminine']
Zétrudoises,['plural']
Zétrudoiss,
Zœbersdorfois,['plural']
Zœbersdorfoise,['feminine']
Zœbersdorfoises,['plural']
a,
a priori,
a prioris,['plural']
aa,
aalandais,
aas,['plural']
abaca,
abacas,['plural']
abacost,
abacosts,['plural']
abacule,
abacules,['plural']
abaisse,
abaisse-langue,
abaisse-langues,['plural']
abaissement,
abaissements,['plural']
abaisses,['plural']
abaisseur,
abaisseurs,['plural']
abajoue,
abajoues,['plural']
abaliénation,
abaliénations,['plural']
abalone,
abalones,['plural']
abandon,
abandon scolaire,
abandonnataire,
abandonnataires,['plural']
abandonnateur,
abandonnateurs,['plural']
abandonnatrice,['feminine']
abandonnement,
abandonnements,['plural']
abandonneur,['masculine']
abandonneurs,['plural']
abandonneuse,['feminine']
abandonneuses,['plural']
abandonné,
abandonnés,['plural']
abandons,['plural']
abandons scolaires,['plural']
abaque,
abaques,['plural']
abasie,
abasies,['plural']
abasourdissement,
abat,
abat-chauvée,
abat-chauvées,['plural']
abat-foin,
abat-jour,
abat-jours,['plural']
abat-vent,
abat-vents,['plural']
abat-voix,['plural']
abatacept,
abatacepts,['plural']
abatant,
abatants,['plural']
abats,['plural']
abattage,
abattages,['plural']
abattant,
abattants,['plural']
abattement,
abattements,['plural']
abatteur,
abatteurs,['plural']
abatteuse,['feminine']
abatteuses,['plural']
abattis,['plural']
abattoir,
abattoirs,['plural']
abatture,
abattures,['plural']
abattée,
abattées,['plural']
abatée,
abatées,['plural']
abaya,
abayas,['plural']
abaza,
abbatial,
abbatiale,
abbatiales,['plural']
abbatiat,
abbatiats,['plural']
abbatiaux,['plural']
abbaye,
abbayes,['plural']
abbesse,['feminine']
abbesses,['plural']
abbé,['masculine']
abbés,['plural']
abc,['plural']
abcès,['plural']
abcédation,
abcédations,['plural']
abcédographie,
abcédographies,['plural']
abdication,
abdications,['plural']
abdo,
abdomen,
abdomens,['plural']
abdominaux,
abdos,['plural']
abducens,['plural']
abducteur,
abducteurs,['plural']
abduction,
abductions,['plural']
abeillage,
abeillages,['plural']
abeille,
abeille charpentière,
abeille mère,
abeille ouvrière,
abeille à miel,
abeiller,
abeillers,['plural']
abeilles,['plural']
abeilles charpentières,['plural']
abeilles mères,['plural']
abeilles ouvrières,['plural']
abeilles à miel,['plural']
abeillier,
abeilliers,['plural']
abelia,
abelias,['plural']
abelsonite,
abelsonites,['plural']
aber,
aberrance,
aberrances,['plural']
aberration,
aberrations,['plural']
abers,['plural']
abessif,
abessifs,['plural']
abhinaya,
abhinayas,['plural']
abies,['plural']
abigeat,
abigeats,['plural']
abigéat,
abigéats,['plural']
abime,
abimes,['plural']
abiogenèse,
abiogenèses,['plural']
abiétacée,
abiétacées,['plural']
abiétaie,
abiétaies,['plural']
abjection,
abjections,['plural']
abjurateur,
abjurateurs,['plural']
abjuration,
abjurations,['plural']
abjuratrice,['feminine']
abkhazien,
ablactation,
ablactations,['plural']
ablastine,
ablastines,['plural']
ablatif,
ablatif absolu,
ablatifs,['plural']
ablatifs absolus,['plural']
ablation,
ablations,['plural']
able,
ableret,
ablerets,['plural']
ables,['plural']
ablette,
ablettes,['plural']
ablier,
abliers,['plural']
ablution,
ablutions,['plural']
ablégat,
ablégats,['plural']
abléphare,
abléphares,['plural']
ablépharie,
abnégation,
abnégations,['plural']
aboi,
aboiement,
aboiements,['plural']
abois,['plural']
aboiteau,
aboiteaux,['plural']
abolissement,
abolissements,['plural']
abolition,
abolitioniste,
abolitionistes,['plural']
abolitionnisme,
abolitionnismes,['plural']
abolitionniste,
abolitionnistes,['plural']
abolitions,['plural']
abominable homme des neiges,
abominables hommes des neiges,['plural']
abomination,
abominations,['plural']
abondance,
abondances,['plural']
abondement,
abondements,['plural']
abonnement,
abonnements,['plural']
abonnissement,
abonnissements,['plural']
abonné,
abonnée,['feminine']
abonnées,['plural']
abonnés,['plural']
abord,
abordage,
abordages,['plural']
abordeur,
abordeurs,['plural']
abordeuse,['feminine']
abords,['plural']
aborigène,
aborigènes,['plural']
abornement,
abornements,['plural']
abortif,
abortifs,['plural']
abot,
aboteau,
aboteaux,['plural']
abots,['plural']
abouchement,
abouchements,['plural']
aboulie,
aboulies,['plural']
aboulique,
abouliques,['plural']
about,
aboutement,
aboutements,['plural']
aboutissant,
aboutissants,['plural']
aboutissement,
aboutissements,['plural']
abouts,['plural']
aboyeur,
aboyeurs,['plural']
aboyeuse,['feminine']
aboyeuses,['plural']
abracadabra,
abracadabras,['plural']
abrasif,
abrasifs,['plural']
abrasimètre,
abrasimètres,['plural']
abrasin,
abrasins,['plural']
abrasion,
abrasions,['plural']
abrasivité,
abrasivités,['plural']
abraxas,['plural']
abreuvage,
abreuvages,['plural']
abreuvement,
abreuvements,['plural']
abreuvoir,
abreuvoirs,['plural']
abri,
abri anti-atomique,
abri anti-aérien,
abri de nuit,
abri fiscal,
abri sous roche,
abri-sous-roche,
abribus,['plural']
abricot,
abricotier,
abricotiers,['plural']
abricotine,
abricotines,['plural']
abricots,['plural']
abricoté,
abricotés,['plural']
abrine,
abris,['plural']
abris anti-atomiques,['plural']
abris anti-aériens,['plural']
abris de nuit,['plural']
abris fiscaux,['plural']
abris sous roche,['plural']
abris-sous-roche,['plural']
abrivent,
abrivents,['plural']
abrogateur,
abrogateurs,['plural']
abrogation,
abrogations,['plural']
abruti,
abrutie,['feminine']
abruties,['plural']
abrutis,['plural']
abrutissement,
abrutissements,['plural']
abrègement,
abrègements,['plural']
abréaction,
abréactions,['plural']
abrégement,
abrégements,['plural']
abrégé,
abrégés,['plural']
abréviateur,
abréviateurs,['plural']
abréviation,
abréviations,['plural']
abscisse,
abscisses,['plural']
abscission,
abscissions,['plural']
absence,
absences,['plural']
absent,
absents,['plural']
absentéisme,
absentéismes,['plural']
abside,
absides,['plural']
absinthe,
absinthes,['plural']
absinthisme,
absinthismes,['plural']
absoluteur,
absolution,
absolutions,['plural']
absolutisme,
absolutismes,['plural']
absolutiste,
absolutistes,['plural']
absolutrice,['plural']
absorbabilité,
absorbabilités,['plural']
absorbance,
absorbances,['plural']
absorbant,
absorbants,['plural']
absorbeur,['masculine']
absorbeurs,['plural']
absorbeuse,['feminine']
absorbeuses,['plural']
absorption,
absorptions,['plural']
absorptivité,
absorptivités,['plural']
absoute,
absoutes,['plural']
abstention,
abstentionnisme,
abstentionniste,
abstentionnistes,['plural']
abstentions,['plural']
abstersif,
abstersifs,['plural']
abstinence,
abstinences,['plural']
abstinent,
abstinente,['feminine']
abstinents,['plural']
abstracteur,
abstracteurs,['plural']
abstracteuse,['feminine']
abstracteuses,['plural']
abstraction,
abstractionnisme,
abstractionnismes,['plural']
abstractions,['plural']
absurdie,
absurdies,['plural']
absurdité,
absurdités,['plural']
abu-markub,
abu-markubs,['plural']
abugida,
abugidas,['plural']
abus,['plural']
abus d'autorité,
abus de confiance,['plural']
abus de langage,['plural']
abus de pouvoir,['plural']
abus sexuel,
abus sexuels,['plural']
abuseur,['masculine']
abuseurs,['plural']
abuseuse,['feminine']
abuseuses,['plural']
abutilon,
abutilons,['plural']
abyme,
abymes,['plural']
abysse,
abysses,['plural']
abyssin,
abyssinien,
abyssiniens,['plural']
abyssins,['plural']
abâtardissement,
abâtardissements,['plural']
abécédaire,
abécédaires,['plural']
abée,
abées,['plural']
abélia,
abélias,['plural']
abélie,
abélies,['plural']
abélite,
abélites,['plural']
abélonien,
abéloniens,['plural']
abénaquis,
abêtissement,
abêtissements,['plural']
abîme,
abîme de science,
abîmes,['plural']
abîmes de science,['plural']
acabit,
acabits,['plural']
acacia,
acacias,['plural']
académicien,
académicienne,['feminine']
académiciennes,['plural']
académiciens,['plural']
académie,
académies,['plural']
académique,
académiques,['plural']
académisme,
académismes,['plural']
académiste,
académistes,['plural']
acajou,
acajous,['plural']
acanthe,
acanthes,['plural']
acanthite,
acanthites,['plural']
acanthocéphale,
acanthocéphales,['plural']
acanthure,
acanthures,['plural']
acapulcoïte,
acapulcoïtes,['plural']
acarbose,
acarboses,['plural']
acaricide,
acaricides,['plural']
acarien,
acariens,['plural']
acariâtreté,
acariâtretés,['plural']
acarologie,
acarologies,['plural']
acarophobie,
acarophobies,['plural']
acastilleur,
acastilleurs,['plural']
acatalepsie,
acatalepsies,['plural']
acathisie,
acathisies,['plural']
accablement,
accablements,['plural']
accadien,
accadienne,['feminine']
accadiens,['plural']
accalmie,
accalmies,['plural']
accaparement,
accaparements,['plural']
accapareur,['masculine']
accapareurs,['plural']
accapareuse,['feminine']
accapareuses,['plural']
accastillage,
accastillages,['plural']
accens,
accent,
accent aigu,
accent circonflexe,
accent grave,
accent tonique,
accents,['plural']
accents aigus,['plural']
accents circonflexes,['plural']
accents graves,['plural']
accents toniques,['plural']
accentuation,
accentuations,['plural']
acceptabilité,
acceptabilités,['plural']
acceptation,
acceptations,['plural']
accepteur,
accepteurs,['plural']
acception,
acceptions,['plural']
accesseur,
accesseurs,['plural']
accessibilité,
accessibilités,['plural']
accession,
accessions,['plural']
accessit,
accessits,['plural']
accessoire,
accessoires,['plural']
accessoirisation,
accessoirisations,['plural']
accessoiriste,
accessoiristes,['plural']
acciaccatura,
acciaccaturas,['plural']
accident,
accident de décompression,
accident de parcours,
accident de travail,
accident du travail,
accident vasculaire cérébral,
accidentalité,
accidentalités,['plural']
accidentologie,
accidentologies,['plural']
accidentologue,
accidentologues,['plural']
accidents,['plural']
accidents de décompression,['plural']
accidents de parcours,['plural']
accidents de travail,['plural']
accidents du travail,['plural']
accidents vasculaires cérébraux,['plural']
accise,
accises,['plural']
accisien,
accisienne,['feminine']
accisiens,['plural']
acclamation,
acclamations,['plural']
acclimatation,
acclimatations,['plural']
acclimatement,
acclimatements,['plural']
accointance,
accointances,['plural']
accolade,
accolades,['plural']
accolement,
accolements,['plural']
accommodat,
accommodation,
accommodations,['plural']
accommodats,['plural']
accommodement,
accommodements,['plural']
accompagnateur,
accompagnateurs,['plural']
accompagnatrice,['feminine']
accompagnatrices,['plural']
accompagnement,
accompagnements,['plural']
accomplissement,
accomplissements,['plural']
accon,
acconage,
acconages,['plural']
acconier,
acconiers,['plural']
acconière,['feminine']
acconières,['plural']
accons,['plural']
accord,
accord parfait,
accordailles,
accordement,
accordements,['plural']
accordeur,
accordeurs,['plural']
accordiste,
accordistes,['plural']
accordoir,
accordoirs,['plural']
accords,['plural']
accords parfaits,['plural']
accordéon,
accordéoniste,
accordéonistes,['plural']
accordéons,['plural']
accore,
accores,['plural']
accostage,
accostages,['plural']
accot,
accotement,
accotement non stabilisé,
accotement stabilisé,
accotements,['plural']
accotements non stabilisés,['plural']
accotements stabilisés,['plural']
accotoir,
accotoirs,['plural']
accots,['plural']
accouchement,
accouchements,['plural']
accoucheur,['masculine']
accoucheurs,['plural']
accoucheuse,['feminine']
accoucheuses,['plural']
accoudement,
accoudements,['plural']
accoudoir,
accoudoirs,['plural']
accouplement,
accouplements,['plural']
accourcissement,
accourcissements,['plural']
accoutrement,
accoutrements,['plural']
accoutumance,
accoutumances,['plural']
accouvage,
accouvages,['plural']
accro,
accrobranche,
accrobranches,['plural']
accroc,
accrochage,
accrochages,['plural']
accroche,
accroche-coeurs,
accroche-cœur,
accroche-cœurs,['plural']
accroches,['plural']
accrocheur,
accrocheurs,['plural']
accrocs,['plural']
accroissement,
accroissements,['plural']
accros,['plural']
accroupissement,
accroupissements,['plural']
accrue,
accrues,['plural']
accréditation,
accréditations,['plural']
accréditif,
accréditifs,['plural']
accrémentition,
accrémentitions,['plural']
accrétion,
accrétions,['plural']
accu,
accueil,
accueils,['plural']
acculturation,
acculturations,['plural']
accumobile,
accumobiles,['plural']
accumulateur,['masculine']
accumulateurs,['plural']
accumulation,
accumulations,['plural']
accumulatrice,['feminine']
accumulatrices,['plural']
accus,['plural']
accusateur,
accusateurs,['plural']
accusatif,
accusatif absolu,
accusatifs,['plural']
accusatifs absolus,['plural']
accusation,
accusations,['plural']
accusatrice,['feminine']
accusé,
accusé de réception,
accusés,['plural']
accusés de réception,['plural']
accès,['plural']
accédant,
accédante,['feminine']
accédantes,['plural']
accédants,['plural']
accélérateur,
accélérateurs,['plural']
accélération,
accélérations,['plural']
accélérographe,
accélérographes,['plural']
accéléromètre,
accéléromètres,['plural']
ace,
acerbité,
acerbités,['plural']
aces,['plural']
acescence,
acescences,['plural']
achaine,
achaines,['plural']
achalandage,
achalandages,['plural']
achalandeur,
achalandeurs,['plural']
achalandeuse,['feminine']
achalandeuses,['plural']
achalasie,
achalasies,['plural']
achard,
achards,['plural']
acharisme,
acharismes,['plural']
acharnement,
acharnement thérapeutique,
acharnements,['plural']
acharnements thérapeutiques,['plural']
achat,
achats,['plural']
ache,
acheminement,
acheminements,['plural']
aches,['plural']
acheteur,
acheteurs,['plural']
acheteuse,['feminine']
acheteuses,['plural']
achevé d'imprimer,
achevés d'imprimer,['plural']
achigan,
achigans,['plural']
achillée,
achillée millefeuille,
achillées,['plural']
achillées millefeuilles,['plural']
acholi,
acholis,['plural']
achondroplasie,
achondroplasies,['plural']
achoppement,
achoppements,['plural']
achour,
achours,['plural']
achromat,
achromaticité,
achromaticités,['plural']
achromatisme,
achromatopsie,
achromatopsies,['plural']
achromats,['plural']
achromie,
achromies,['plural']
achylie,
achylies,['plural']
achène,
achènes,['plural']
achèvement,
achèvements,['plural']
acicule,
acicules,['plural']
aciculisylve,
aciculisylves,['plural']
acide,
acide abiétique,
acide acétique,
acide acétylsalicylique,
acide adénylique,
acide aminé,
acide anisique,
acide antimonique,
acide arachique,
acide ascorbique,
acide azotique,
acide benzoïque,
acide bombique,
acide bombycique,
acide brassique,
acide bromhydrique,
acide bromique,
acide caprique,
acide caproïque,
acide caprylique,
acide carboxylique,
acide carminique,
acide catalpique,
acide chaulmoogrique,
acide chlorhydrique,
acide chlorique,
acide chloroformique,
acide cholique,
acide citrique,
acide clupanodonique,
acide croconique,
acide crotonique,
acide crépénynique,
acide cyanique,
acide cyanurique,
acide cérotique,
acide cétylique,
acide dithionique,
acide diénoïque,
acide docosahexaénoïque,
acide docosénoïque,
acide dotriacontanoïque,
acide désoxyribonucléique,
acide eicosatriénoïque,
acide eicosénoïque,
acide esculique,
acide filicique,
acide fluoborique,
acide fluorhydrique,
acide folique,
acide fulminique,
acide férulique,
acide gadoléique,
acide gallique,
acide glaucique,
acide glutarique,
acide glycocholique,
acide glycérique,
acide glycérophosphorique,
acide gondoïque,
acide gorlique,
acide hentriacontanoïque,
acide heptacosanoïque,
acide hexacosanoïque,
acide hexaeïcosanoïque,
acide hexanoïque,
acide hexatriacontanoïque,
acide hexaénoïque,
acide hippurique,
acide hircique,
acide hydnocarpique,
acide hydrazoïque,
acide hydriodique,
acide hydroferrocyanique,
acide hydrosulfureux,
acide hydrosulfurique,
acide hyperiodique,
acide hypoazoteux,
acide hypoazotique,
acide hyponitreux,
acide hypophosphoreux,
acide hypophosphorique,
acide hypophosphoriques,['plural']
acide hyposulfureux,
acide hénéicosanoïque,
acide icosanoïque,
acide icosénoïque,
acide idonique,
acide indigotique,
acide iodhydrique,
acide isopalmitique,
acide itaconique,
acide jalapique,
acide kinovique,
acide lactobacillique,
acide lactucique,
acide lacéroïque,
acide leucique,
acide lichénique,
acide lignocérique,
acide limonoïque,
acide linolénique,
acide malique,
acide malvalique,
acide margaritique,
acide monothionique,
acide montanique,
acide moringique,
acide moroctique,
acide moroxylique,
acide muriatique,
acide myristoléique,
acide myronique,
acide méconique,
acide mélassique,
acide mélissique,
acide ménisperminique,
acide métapectique,
acide métaphosphorique,
acide métastannique,
acide méthionique,
acide naphtalénique,
acide naphtaléniques,['plural']
acide narcotinique,
acide nervonique,
acide nitranilique,
acide nitrique,
acide nucléique,
acide octacosanoïque,
acide octadécatriénoïque,
acide octadécylique,
acide octanoïque,
acide opianique,
acide orthophosphorique,
acide osmique,
acide oxalhydrique,
acide oxalovinique,
acide oxamique,
acide palmitoléique,
acide parabanique,
acide paralactique,
acide paullinique,
acide pectosique,
acide pentathionique,
acide pentatriacontanoïque,
acide permanganique,
acide perrhénique,
acide pertechnétique,
acide phaséolique,
acide phosphoglycérique,
acide phytanique,
acide phytomonique,
acide picrique,
acide pimarique,
acide pinique,
acide pinoléique,
acide pinolénique,
acide pneumique,
acide pristanique,
acide punicique,
acide purpurique,
acide pyrophosphorique,
acide pyrotartrique,
acide pyruvique,
acide pétrosélinique,
acide quinique,
acide rhizocarpique,
acide ribonucléique,
acide ricinique,
acide ricinoléique,
acide ricinostéarique,
acide rosolique,
acide ruménique,
acide salicyleux,
acide sapiénique,
acide silicique,
acide sorbique,
acide strychninique,
acide stéaridonique,
acide stéarique,
acide subérique,
acide sulfhydrique,
acide sulfurique,
acide sébacique,
acide tanacétique,
acide tantalique,
acide taririque,
acide tartralique,
acide tartramique,
acide tartrique,
acide taurocholique,
acide triacontanoïque,
acide trichloracétique,
